ERROR|COMPILE_TIME_ERROR|UNDEFINED_METHOD|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|646|9|19|The method '_buildSectionHeader' isn't defined for the type '_QuestionnaireScreenState'.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\comprehensive_test\\screens\\pelli_robson_result_screen.dart|379|36|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\amsler_grid_instructions_screen.dart|474|25|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\amsler_grid_instructions_screen.dart|501|39|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\amsler_grid_test_screen.dart|1178|34|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\amsler_grid_test_screen.dart|1183|36|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\amsler_grid_test_screen.dart|1195|40|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\amsler_grid_test_screen.dart|1279|48|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\amsler_grid_test_screen.dart|1337|41|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\amsler_grid_test_screen.dart|1340|26|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\amsler_grid_test_screen.dart|1354|32|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\amsler_grid_test_screen.dart|1410|46|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\color_vision_test_screen.dart|1157|34|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\color_vision_test_screen.dart|1162|36|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\color_vision_test_screen.dart|1174|40|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\color_vision_test_screen.dart|1457|41|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\color_vision_test_screen.dart|1460|26|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\color_vision_test_screen.dart|1474|32|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\color_vision_test_screen.dart|1514|24|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|LINT|CURLY_BRACES_IN_FLOW_CONTROL_STRUCTURES|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|65|9|13|Statements in an if should be enclosed in a block.
INFO|LINT|CURLY_BRACES_IN_FLOW_CONTROL_STRUCTURES|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|68|9|13|Statements in an if should be enclosed in a block.
INFO|LINT|CURLY_BRACES_IN_FLOW_CONTROL_STRUCTURES|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|71|9|13|Statements in an if should be enclosed in a block.
INFO|LINT|CURLY_BRACES_IN_FLOW_CONTROL_STRUCTURES|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|75|9|13|Statements in an if should be enclosed in a block.
INFO|LINT|CURLY_BRACES_IN_FLOW_CONTROL_STRUCTURES|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|78|9|13|Statements in an if should be enclosed in a block.
INFO|LINT|CURLY_BRACES_IN_FLOW_CONTROL_STRUCTURES|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|81|9|13|Statements in an if should be enclosed in a block.
INFO|LINT|CURLY_BRACES_IN_FLOW_CONTROL_STRUCTURES|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|84|9|13|Statements in an if should be enclosed in a block.
INFO|LINT|CURLY_BRACES_IN_FLOW_CONTROL_STRUCTURES|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|89|9|13|Statements in an if should be enclosed in a block.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|262|41|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|306|34|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|774|56|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|807|38|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|809|57|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|884|63|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|890|44|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|896|39|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|903|39|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|929|60|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1009|43|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1010|42|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1013|46|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1053|46|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1059|56|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1105|40|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1111|50|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1146|63|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1152|37|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1153|32|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1198|44|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1201|46|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1223|36|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1262|43|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1273|46|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1361|46|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1367|62|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1371|62|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|LINT|AVOID_UNNECESSARY_CONTAINERS|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1397|22|9|Unnecessary instance of 'Container'.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1414|50|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1420|60|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1435|55|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1449|50|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1553|35|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\questionnaire_screen.dart|1575|43|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\short_distance_test_screen.dart|1455|34|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\short_distance_test_screen.dart|1462|36|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\short_distance_test_screen.dart|1474|40|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\short_distance_test_screen.dart|1510|51|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\short_distance_test_screen.dart|1514|52|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\short_distance_test_screen.dart|1574|50|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\short_distance_test_screen.dart|1577|52|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\short_distance_test_screen.dart|1593|62|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\short_distance_test_screen.dart|1643|48|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\short_distance_test_screen.dart|1679|36|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\visual_acuity_test_screen.dart|2074|50|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\visual_acuity_test_screen.dart|2077|52|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\visual_acuity_test_screen.dart|2085|56|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\visual_acuity_test_screen.dart|2168|48|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\visual_acuity_test_screen.dart|2203|41|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\visual_acuity_test_screen.dart|2206|26|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\screens\\visual_acuity_test_screen.dart|2219|32|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\widgets\\instruction_animations.dart|1128|32|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\widgets\\instruction_animations.dart|1158|30|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\widgets\\instruction_animations.dart|1175|37|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\widgets\\instruction_animations.dart|1298|59|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\quick_vision_test\\widgets\\instruction_animations.dart|1299|59|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
INFO|HINT|DEPRECATED_MEMBER_USE|C:\\Users\\faysa\\OneDrive\\Documents\\Flutter\\visiaxx-main\\lib\\features\\results\\widgets\\how_to_respond_animation.dart|102|40|11|'withOpacity' is deprecated and shouldn't be used. Use .withValues() to avoid precision loss.
